country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
Antigua and Barbuda,1985,female,55-74 years,0,3778,0,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation,Americas
Antigua and Barbuda,1985,female,75+ years,0,949,0,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation,Americas
Antigua and Barbuda,1985,male,15-24 years,0,7667,0,Antigua and Barbuda1985,,"240,923,926",3850,Generation X,Americas
Antigua and Barbuda,1985,male,25-34 years,0,6194,0,Antigua and Barbuda1985,,"240,923,926",3850,Boomers,Americas
Antigua and Barbuda,1985,male,35-54 years,0,5970,0,Antigua and Barbuda1985,,"240,923,926",3850,Silent,Americas
Antigua and Barbuda,1985,male,5-14 years,0,7304,0,Antigua and Barbuda1985,,"240,923,926",3850,Generation X,Americas
Antigua and Barbuda,1985,male,55-74 years,0,2723,0,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation,Americas
Antigua and Barbuda,1985,male,75+ years,0,424,0,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation,Americas
Antigua and Barbuda,1986,female,15-24 years,0,7668,0,Antigua and Barbuda1986,,"290,440,148",4740,Generation X,Americas
Antigua and Barbuda,1986,female,25-34 years,0,6209,0,Antigua and Barbuda1986,,"290,440,148",4740,Boomers,Americas
Antigua and Barbuda,1986,female,35-54 years,0,6101,0,Antigua and Barbuda1986,,"290,440,148",4740,Silent,Americas
Antigua and Barbuda,1986,female,5-14 years,0,6907,0,Antigua and Barbuda1986,,"290,440,148",4740,Generation X,Americas
Antigua and Barbuda,1986,female,55-74 years,0,3764,0,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation,Americas
Antigua and Barbuda,1986,female,75+ years,0,1014,0,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation,Americas
Antigua and Barbuda,1986,male,15-24 years,0,7563,0,Antigua and Barbuda1986,,"290,440,148",4740,Generation X,Americas
Antigua and Barbuda,1986,male,25-34 years,0,6023,0,Antigua and Barbuda1986,,"290,440,148",4740,Boomers,Americas
Antigua and Barbuda,1986,male,35-54 years,0,5947,0,Antigua and Barbuda1986,,"290,440,148",4740,Silent,Americas
Antigua and Barbuda,1986,male,5-14 years,0,6827,0,Antigua and Barbuda1986,,"290,440,148",4740,Generation X,Americas
Antigua and Barbuda,1986,male,55-74 years,0,2771,0,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation,Americas
Antigua and Barbuda,1986,male,75+ years,0,476,0,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation,Americas
Antigua and Barbuda,1987,female,15-24 years,0,7583,0,Antigua and Barbuda1987,,"337,174,852",5595,Generation X,Americas
Antigua and Barbuda,1987,female,25-34 years,0,6101,0,Antigua and Barbuda1987,,"337,174,852",5595,Boomers,Americas
Antigua and Barbuda,1987,female,35-54 years,0,6059,0,Antigua and Barbuda1987,,"337,174,852",5595,Silent,Americas
Antigua and Barbuda,1987,female,5-14 years,0,6623,0,Antigua and Barbuda1987,,"337,174,852",5595,Generation X,Americas
Antigua and Barbuda,1987,female,55-74 years,0,3738,0,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation,Americas
Antigua and Barbuda,1987,female,75+ years,0,1081,0,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation,Americas
Antigua and Barbuda,1987,male,15-24 years,0,7421,0,Antigua and Barbuda1987,,"337,174,852",5595,Generation X,Americas
Antigua and Barbuda,1987,male,25-34 years,0,5893,0,Antigua and Barbuda1987,,"337,174,852",5595,Boomers,Americas
Antigua and Barbuda,1987,male,35-54 years,0,5927,0,Antigua and Barbuda1987,,"337,174,852",5595,Silent,Americas
Antigua and Barbuda,1987,male,5-14 years,0,6499,0,Antigua and Barbuda1987,,"337,174,852",5595,Generation X,Americas
Antigua and Barbuda,1987,male,55-74 years,0,2798,0,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation,Americas
Antigua and Barbuda,1987,male,75+ years,0,538,0,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation,Americas
Antigua and Barbuda,1988,female,15-24 years,0,7413,0,Antigua and Barbuda1988,,"398,637,741",6693,Generation X,Americas
Antigua and Barbuda,1988,female,25-34 years,0,6041,0,Antigua and Barbuda1988,,"398,637,741",6693,Boomers,Americas
Antigua and Barbuda,1988,female,35-54 years,0,6021,0,Antigua and Barbuda1988,,"398,637,741",6693,Silent,Americas
Antigua and Barbuda,1988,female,5-14 years,0,6527,0,Antigua and Barbuda1988,,"398,637,741",6693,Generation X,Americas
Antigua and Barbuda,1988,female,55-74 years,0,3708,0,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation,Americas
Antigua and Barbuda,1988,female,75+ years,0,1141,0,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation,Americas
Antigua and Barbuda,1988,male,15-24 years,0,7209,0,Antigua and Barbuda1988,,"398,637,741",6693,Generation X,Americas
Antigua and Barbuda,1988,male,25-34 years,0,5826,0,Antigua and Barbuda1988,,"398,637,741",6693,Boomers,Americas
Antigua and Barbuda,1988,male,35-54 years,0,5907,0,Antigua and Barbuda1988,,"398,637,741",6693,Silent,Americas
Antigua and Barbuda,1988,male,5-14 years,0,6355,0,Antigua and Barbuda1988,,"398,637,741",6693,Generation X,Americas
Antigua and Barbuda,1988,male,55-74 years,0,2813,0,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation,Americas
Antigua and Barbuda,1988,male,75+ years,0,603,0,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation,Americas
Antigua and Barbuda,1989,female,15-24 years,0,7152,0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X,Americas
Antigua and Barbuda,1989,female,25-34 years,0,6059,0,Antigua and Barbuda1989,,"438,794,778",7407,Boomers,Americas
Antigua and Barbuda,1989,female,35-54 years,0,5969,0,Antigua and Barbuda1989,,"438,794,778",7407,Silent,Americas
Antigua and Barbuda,1989,female,5-14 years,0,6621,0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X,Americas
Antigua and Barbuda,1989,female,55-74 years,0,3696,0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation,Americas
Antigua and Barbuda,1989,female,75+ years,0,1195,0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation,Americas
Antigua and Barbuda,1989,male,15-24 years,0,6927,0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X,Americas
Antigua and Barbuda,1989,male,25-34 years,0,5835,0,Antigua and Barbuda1989,,"438,794,778",7407,Boomers,Americas
Antigua and Barbuda,1989,male,35-54 years,0,5862,0,Antigua and Barbuda1989,,"438,794,778",7407,Silent,Americas
Antigua and Barbuda,1989,male,5-14 years,0,6403,0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X,Americas
Antigua and Barbuda,1989,male,55-74 years,0,2843,0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation,Americas
Antigua and Barbuda,1989,male,75+ years,0,676,0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation,Americas
Antigua and Barbuda,1990,male,35-54 years,1,5799,17.24,Antigua and Barbuda1990,,"459,469,074",7744,Silent,Americas
Antigua and Barbuda,1990,female,15-24 years,0,6827,0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X,Americas
Antigua and Barbuda,1990,female,25-34 years,0,6172,0,Antigua and Barbuda1990,,"459,469,074",7744,Boomers,Americas
Antigua and Barbuda,1990,female,35-54 years,0,5895,0,Antigua and Barbuda1990,,"459,469,074",7744,Silent,Americas
Antigua and Barbuda,1990,female,5-14 years,0,6877,0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X,Americas
Antigua and Barbuda,1990,female,55-74 years,0,3706,0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation,Americas
Antigua and Barbuda,1990,female,75+ years,0,1252,0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation,Americas
Antigua and Barbuda,1990,male,15-24 years,0,6598,0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X,Americas
Antigua and Barbuda,1990,male,25-34 years,0,5937,0,Antigua and Barbuda1990,,"459,469,074",7744,Boomers,Americas
Antigua and Barbuda,1990,male,5-14 years,0,6611,0,Antigua and Barbuda1990,,"459,469,074",7744,Generation X,Americas
Antigua and Barbuda,1990,male,55-74 years,0,2902,0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation,Americas
Antigua and Barbuda,1990,male,75+ years,0,758,0,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation,Americas
Antigua and Barbuda,1991,female,15-24 years,0,6595,0,Antigua and Barbuda1991,,"481,706,333",7976,Generation X,Americas
Antigua and Barbuda,1991,female,25-34 years,0,6396,0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers,Americas
Antigua and Barbuda,1991,female,35-54 years,0,6198,0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers,Americas
Antigua and Barbuda,1991,female,5-14 years,0,7089,0,Antigua and Barbuda1991,,"481,706,333",7976,Millenials,Americas
Antigua and Barbuda,1991,female,55-74 years,0,3665,0,Antigua and Barbuda1991,,"481,706,333",7976,Silent,Americas
Antigua and Barbuda,1991,female,75+ years,0,1293,0,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation,Americas
Antigua and Barbuda,1991,male,15-24 years,0,6401,0,Antigua and Barbuda1991,,"481,706,333",7976,Generation X,Americas
Antigua and Barbuda,1991,male,25-34 years,0,6156,0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers,Americas
Antigua and Barbuda,1991,male,35-54 years,0,6122,0,Antigua and Barbuda1991,,"481,706,333",7976,Boomers,Americas
Antigua and Barbuda,1991,male,5-14 years,0,6818,0,Antigua and Barbuda1991,,"481,706,333",7976,Millenials,Americas
Antigua and Barbuda,1991,male,55-74 years,0,2857,0,Antigua and Barbuda1991,,"481,706,333",7976,Silent,Americas
Antigua and Barbuda,1991,male,75+ years,0,804,0,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation,Americas
Antigua and Barbuda,1992,female,15-24 years,0,6369,0,Antigua and Barbuda1992,,"499,281,148",8087,Generation X,Americas
Antigua and Barbuda,1992,female,25-34 years,0,6650,0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers,Americas
Antigua and Barbuda,1992,female,35-54 years,0,6534,0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers,Americas
Antigua and Barbuda,1992,female,5-14 years,0,7311,0,Antigua and Barbuda1992,,"499,281,148",8087,Millenials,Americas
Antigua and Barbuda,1992,female,55-74 years,0,3648,0,Antigua and Barbuda1992,,"499,281,148",8087,Silent,Americas
Antigua and Barbuda,1992,female,75+ years,0,1339,0,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation,Americas
Antigua and Barbuda,1992,male,15-24 years,0,6221,0,Antigua and Barbuda1992,,"499,281,148",8087,Generation X,Americas
Antigua and Barbuda,1992,male,25-34 years,0,6409,0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers,Americas
Antigua and Barbuda,1992,male,35-54 years,0,6497,0,Antigua and Barbuda1992,,"499,281,148",8087,Boomers,Americas
Antigua and Barbuda,1992,male,5-14 years,0,7059,0,Antigua and Barbuda1992,,"499,281,148",8087,Millenials,Americas
Antigua and Barbuda,1992,male,55-74 years,0,2851,0,Antigua and Barbuda1992,,"499,281,148",8087,Silent,Americas
Antigua and Barbuda,1992,male,75+ years,0,853,0,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation,Americas
Antigua and Barbuda,1993,male,25-34 years,1,6668,15,Antigua and Barbuda1993,,"535,172,778",8453,Boomers,Americas
Antigua and Barbuda,1993,female,15-24 years,0,6182,0,Antigua and Barbuda1993,,"535,172,778",8453,Generation X,Americas
Antigua and Barbuda,1993,female,25-34 years,0,6914,0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers,Americas
Antigua and Barbuda,1993,female,35-54 years,0,6917,0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers,Americas
Antigua and Barbuda,1993,female,5-14 years,0,7529,0,Antigua and Barbuda1993,,"535,172,778",8453,Millenials,Americas
Antigua and Barbuda,1993,female,55-74 years,0,3662,0,Antigua and Barbuda1993,,"535,172,778",8453,Silent,Americas
Antigua and Barbuda,1993,female,75+ years,0,1386,0,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation,Americas
Antigua and Barbuda,1993,male,15-24 years,0,6069,0,Antigua and Barbuda1993,,"535,172,778",8453,Generation X,Americas
Antigua and Barbuda,1993,male,35-54 years,0,6915,0,Antigua and Barbuda1993,,"535,172,778",8453,Boomers,Americas
Antigua and Barbuda,1993,male,5-14 years,0,7298,0,Antigua and Barbuda1993,,"535,172,778",8453,Millenials,Americas
Antigua and Barbuda,1993,male,55-74 years,0,2879,0,Antigua and Barbuda1993,,"535,172,778",8453,Silent,Americas
Antigua and Barbuda,1993,male,75+ years,0,896,0,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation,Americas
Antigua and Barbuda,1994,female,15-24 years,0,6083,0,Antigua and Barbuda1994,,"589,429,593",9062,Generation X,Americas
Antigua and Barbuda,1994,female,25-34 years,0,7151,0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers,Americas
Antigua and Barbuda,1994,female,35-54 years,0,7357,0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers,Americas
Antigua and Barbuda,1994,female,5-14 years,0,7722,0,Antigua and Barbuda1994,,"589,429,593",9062,Millenials,Americas
Antigua and Barbuda,1994,female,55-74 years,0,3715,0,Antigua and Barbuda1994,,"589,429,593",9062,Silent,Americas
Antigua and Barbuda,1994,female,75+ years,0,1437,0,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation,Americas
Antigua and Barbuda,1994,male,15-24 years,0,5976,0,Antigua and Barbuda1994,,"589,429,593",9062,Generation X,Americas
Antigua and Barbuda,1994,male,25-34 years,0,6886,0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers,Americas
Antigua and Barbuda,1994,male,35-54 years,0,7359,0,Antigua and Barbuda1994,,"589,429,593",9062,Boomers,Americas
Antigua and Barbuda,1994,male,5-14 years,0,7494,0,Antigua and Barbuda1994,,"589,429,593",9062,Millenials,Americas
Antigua and Barbuda,1994,male,55-74 years,0,2935,0,Antigua and Barbuda1994,,"589,429,593",9062,Silent,Americas
Antigua and Barbuda,1994,male,75+ years,0,929,0,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation,Americas
Antigua and Barbuda,1995,female,15-24 years,0,6099,0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X,Americas
Antigua and Barbuda,1995,female,25-34 years,0,7333,0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X,Americas
Antigua and Barbuda,1995,female,35-54 years,0,7851,0,Antigua and Barbuda1995,,"577,280,741",8636,Boomers,Americas
Antigua and Barbuda,1995,female,5-14 years,0,7885,0,Antigua and Barbuda1995,,"577,280,741",8636,Millenials,Americas
Antigua and Barbuda,1995,female,55-74 years,0,3808,0,Antigua and Barbuda1995,,"577,280,741",8636,Silent,Americas
Antigua and Barbuda,1995,female,75+ years,0,1488,0,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation,Americas
Antigua and Barbuda,1995,male,15-24 years,0,5953,0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X,Americas
Antigua and Barbuda,1995,male,25-34 years,0,7023,0,Antigua and Barbuda1995,,"577,280,741",8636,Generation X,Americas
Antigua and Barbuda,1995,male,35-54 years,0,7809,0,Antigua and Barbuda1995,,"577,280,741",8636,Boomers,Americas
Antigua and Barbuda,1995,male,5-14 years,0,7632,0,Antigua and Barbuda1995,,"577,280,741",8636,Millenials,Americas
Antigua and Barbuda,1995,male,55-74 years,0,3021,0,Antigua and Barbuda1995,,"577,280,741",8636,Silent,Americas
Antigua and Barbuda,1995,male,75+ years,0,944,0,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation,Americas
Antigua and Barbuda,1998,female,15-24 years,0,6529,0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X,Americas
Antigua and Barbuda,1998,female,25-34 years,0,8332,0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X,Americas
Antigua and Barbuda,1998,female,35-54 years,0,9615,0,Antigua and Barbuda1998,,"727,860,593",10078,Boomers,Americas
Antigua and Barbuda,1998,female,5-14 years,0,8183,0,Antigua and Barbuda1998,,"727,860,593",10078,Millenials,Americas
Antigua and Barbuda,1998,female,55-74 years,0,3921,0,Antigua and Barbuda1998,,"727,860,593",10078,Silent,Americas
Antigua and Barbuda,1998,female,75+ years,0,1476,0,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation,Americas
Antigua and Barbuda,1998,male,15-24 years,0,5916,0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X,Americas
Antigua and Barbuda,1998,male,25-34 years,0,7294,0,Antigua and Barbuda1998,,"727,860,593",10078,Generation X,Americas
Antigua and Barbuda,1998,male,35-54 years,0,9086,0,Antigua and Barbuda1998,,"727,860,593",10078,Boomers,Americas
Antigua and Barbuda,1998,male,5-14 years,0,7706,0,Antigua and Barbuda1998,,"727,860,593",10078,Millenials,Americas
Antigua and Barbuda,1998,male,55-74 years,0,3213,0,Antigua and Barbuda1998,,"727,860,593",10078,Silent,Americas
Antigua and Barbuda,1998,male,75+ years,0,954,0,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation,Americas
Antigua and Barbuda,1999,female,15-24 years,0,6589,0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X,Americas
Antigua and Barbuda,1999,female,25-34 years,0,8526,0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X,Americas
Antigua and Barbuda,1999,female,35-54 years,0,10311,0,Antigua and Barbuda1999,,"766,198,926",10378,Boomers,Americas
Antigua and Barbuda,1999,female,5-14 years,0,8314,0,Antigua and Barbuda1999,,"766,198,926",10378,Millenials,Americas
Antigua and Barbuda,1999,female,55-74 years,0,3968,0,Antigua and Barbuda1999,,"766,198,926",10378,Silent,Americas
Antigua and Barbuda,1999,female,75+ years,0,1451,0,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation,Americas
Antigua and Barbuda,1999,male,15-24 years,0,5845,0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X,Americas
Antigua and Barbuda,1999,male,25-34 years,0,7263,0,Antigua and Barbuda1999,,"766,198,926",10378,Generation X,Americas
Antigua and Barbuda,1999,male,35-54 years,0,9537,0,Antigua and Barbuda1999,,"766,198,926",10378,Boomers,Americas
Antigua and Barbuda,1999,male,5-14 years,0,7805,0,Antigua and Barbuda1999,,"766,198,926",10378,Millenials,Americas
Antigua and Barbuda,1999,male,55-74 years,0,3276,0,Antigua and Barbuda1999,,"766,198,926",10378,Silent,Americas
Antigua and Barbuda,1999,male,75+ years,0,947,0,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation,Americas
Antigua and Barbuda,2000,male,55-74 years,1,3333,30,Antigua and Barbuda2000,,"830,158,778",11021,Silent,Americas
Antigua and Barbuda,2000,male,35-54 years,1,10033,9.97,Antigua and Barbuda2000,,"830,158,778",11021,Boomers,Americas
Antigua and Barbuda,2000,female,15-24 years,0,6616,0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X,Americas
Antigua and Barbuda,2000,female,25-34 years,0,8595,0,Antigua and Barbuda2000,,"830,158,778",11021,Generation X,Americas
Antigua and Barbuda,2000,female,35-54 years,0,11040,0,Antigua and Barbuda2000,,"830,158,778",11021,Boomers,Americas
Antigua and Barbuda,2000,female,5-14 years,0,8439,0,Antigua and Barbuda2000,,"830,158,778",11021,Millenials,Americas
Antigua and Barbuda,2000,female,55-74 years,0,3986,0,Antigua and Barbuda2000,,"830,158,778",11021,Silent,Americas
Antigua and Barbuda,2000,female,75+ years,0,1413,0,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation,Americas
